Timestamp,Nationality,Age,Marital Status,Number of dependents,What percentage of your income goes to expenses related to your dependents?,Gender,Type of Employment,Are you in the Public or Private Sector?,Highest Educational Level,Which Region of Ghana Are You Based in?,What Industry do you work in?,What is the range of your take-home monthly income including all allowances and side endeavours?,Is your income mainly from a company/business based in Ghana or abroad?,Working arrangement.,How many months' worth of expenses do you have saved up?,Including your retirement benefits but excluding any physical assets? How much do you have saved up?,Do you own a home?,Do you own a car?
08/06/2023 18:14:20,Ghanaian,36 - 45,Married,4-7,11% - 20%,Male,Formally Employed,Public Sector,Post-Graduate,Ashanti,Health,"GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,4 - 7 months,"GH¢100,000 - GH¢199,999",Yes,Yes
08/06/2023 18:21:00,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 18:25:39,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Ashanti,Food and beverages industry ,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes
08/06/2023 18:28:57,Ghanaian,25 and below,Unmarried (never before married),None,6-10%,Male,Unemployed,Private Sector,Senior High School and Below,Greater Accra,Public Transportation,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 18:31:28,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,No
08/06/2023 18:39:03,Ghanaian,36 - 45,"Unmarried (divorced, widowed or separated)",4-7,21% - 30%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,001 - GH¢29,999",Yes,Yes
08/06/2023 18:40:37,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Legal Services,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢50,000 - GH¢99,999",No,Yes
08/06/2023 18:41:05,Ghanaian,26 - 35,Unmarried (never before married),None,,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes
08/06/2023 18:48:04,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢50,000 and above",Abroad,Hybrid of on-site & remote working,More than 12 months,"GH¢1,000,000 - GH¢2,999,999",No,Yes
08/06/2023 18:50:20,Ghanaian,26 - 35,Married,1-3,More than 50%,Female,Formally Employed,Public Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No
08/06/2023 18:54:47,Ghanaian,26 - 35,Married,1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Ashanti,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,Yes
08/06/2023 18:55:27,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Professional Certification Only,Greater Accra,Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 18:57:49,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 18:58:26,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Northern,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
08/06/2023 19:08:10,Ghanaian,26 - 35,Unmarried (never before married),4-7,21% - 30%,Male,Informally Employed,Private Sector,Graduate,Ashanti,Pharmaceutical sector,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No
08/06/2023 19:34:14,Ghanaian,26 - 35,Married,1-3,31% - 40%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢20,000 - GH¢29,999",Abroad,Remote working,More than 12 months,"GH¢200,000 - GH¢499,999",Yes,Yes
08/06/2023 19:43:29,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Full-time Student,Public Sector,Senior High School and Below,Greater Accra,Trade in Goods,"GH¢1,000 and below",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 21:08:15,Ghanaian,36 - 45,Married,None,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢20,000 - GH¢29,999",Abroad,Remote working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 21:24:16,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢50,000 - GH¢99,999",No,Yes
08/06/2023 21:39:21,Ghanaian,26 - 35,Married,1-3,6-10%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,No
08/06/2023 21:43:37,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢30,000 - GH¢49,999",Abroad,Remote working,4 - 7 months,"GH¢200,000 - GH¢499,999",No,No
08/06/2023 22:02:58,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Senior High School and Below,Greater Accra,Security Services,"GH¢2,500 - GH¢4,999",Abroad,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 22:15:52,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢50,000 and above",Abroad,Remote working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 22:31:08,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Unemployed,,Professional Certification Only,Greater Accra,Sailing ,"GH¢1,000 and below",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 22:46:06,Ghanaian,36 - 45,Married,1-3,41% - 50%,Male,Self-Employed,Private Sector,Post-Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢7,500 - GH¢9,999",Abroad,Remote working,More than 12 months,"GH¢50,000 - GH¢99,999",Yes,Yes
08/06/2023 22:51:39,Ghanaian,26 - 35,Unmarried (never before married),None,,Female,Formally Employed,Private Sector,Graduate,Eastern Region,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 23:00:46,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 23:03:37,Ghanaian,36 - 45,Married,1-3,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,More than 12 months,"GH¢100,000 - GH¢199,999",No,Yes
08/06/2023 23:04:11,Ghanaian,26 - 35,Unmarried (never before married),4-7,41% - 50%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢5,000 - GH¢7,499",Abroad,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 23:10:18,Ghanaian,26 - 35,Unmarried (never before married),4-7,21% - 30%,Male,Informally Employed,Private Sector,Graduate,Eastern Region,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 23:15:26,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Western,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 23:20:31,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 23:21:15,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Journalism,"GH¢1,000 and below",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
08/06/2023 23:26:06,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 23:28:08,Ghanaian,26 - 35,Married,None,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢50,000 and above",Abroad,Remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,Yes
08/06/2023 23:33:18,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Abroad,Hybrid of on-site & remote working,8 - 12 months,"GH¢50,000 - GH¢99,999",No,No
08/06/2023 23:41:19,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Food production,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 23:43:59,Ghanaian,26 - 35,Unmarried (never before married),1-3,More than 50%,Female,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 23:48:53,Ghanaian,36 - 45,Married,4-7,21% - 30%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢50,000 and above",Abroad,Hybrid of on-site & remote working,More than 12 months,"GH¢500,000 - GH¢999,999",Yes,Yes
08/06/2023 23:49:55,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Self-Employed,Private Sector,Post-Graduate,Greater Accra,Education,"GH¢2,500 - GH¢4,999",Abroad,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 23:50:36,Ghanaian,25 and below,Unmarried (never before married),1-3,More than 50%,Female,Formally Employed,Private Sector,Professional Certification Only,Greater Accra,Health,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 23:50:37,Ghanaian,26 - 35,Married,1-3,6-10%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 23:56:48,Ghanaian,26 - 35,Unmarried (never before married),None,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 23:58:32,Ghanaian,26 - 35,"Unmarried (divorced, widowed or separated)",1-3,31% - 40%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢50,000 and above",Abroad,On-site working,1 - 3 months,"GH¢200,000 - GH¢499,999",Yes,Yes
09/06/2023 00:00:44,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢2,500 - GH¢4,999",Abroad,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
09/06/2023 00:06:40,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes
09/06/2023 00:09:51,Ghanaian,36 - 45,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Graduate,Volta,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
09/06/2023 00:11:03,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Western,Forestry,"GH¢1,000 and below",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
09/06/2023 00:13:29,Ghanaian,26 - 35,Unmarried (never before married),4-7,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
09/06/2023 00:16:26,Ghanaian,36 - 45,Married,1-3,6-10%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢30,000 - GH¢49,999",Abroad,Remote working,1 - 3 months,"GH¢200,000 - GH¢499,999",Yes,Yes
09/06/2023 00:19:08,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
09/06/2023 00:20:21,Ghanaian,26 - 35,Married,1-3,More than 50%,Female,Self-Employed,Private Sector,Senior High School and Below,Greater Accra,A dress maker,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
09/06/2023 00:25:43,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Food Manufacturing ,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
09/06/2023 00:36:08,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Public Sector,Graduate,Upper West,Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
09/06/2023 00:36:10,Ghanaian,36 - 45,Married,4-7,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Volta,Non-Profit Organizations & Civil Society,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
09/06/2023 00:41:19,Ghanaian,46 - 59,Married,1-3,More than 50%,Male,Self-Employed,Private Sector,Professional Certification Only,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢20,000 - GH¢29,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",Yes,Yes
09/06/2023 00:42:41,Ghanaian,26 - 35,Married,1-3,6-10%,Male,Unemployed,Public Sector,Senior High School and Below,Greater Accra,Creative Arts & Entertainment,"GH¢1,000 and below",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",No,No
09/06/2023 00:46:31,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Sanitation & Public Health,"GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,Yes
09/06/2023 00:47:45,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Travel Agent,"GH¢30,000 - GH¢49,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢100,000 - GH¢199,999",No,Yes
09/06/2023 00:48:10,Ghanaian,26 - 35,Unmarried (never before married),None,,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
09/06/2023 00:49:07,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Professional Certification Only,Northern,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes
09/06/2023 00:49:59,Ghanaian,36 - 45,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,Yes
09/06/2023 00:52:09,Ghanaian,46 - 59,Married,4-7,41% - 50%,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Sanitation & Public Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢50,000 - GH¢99,999",No,Yes
09/06/2023 00:52:23,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢1,000 and below",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
09/06/2023 00:54:05,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Ashanti,"Mining, Oil & Gas, Energy","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
09/06/2023 00:54:43,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢5,000 - GH¢7,499",Abroad,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
09/06/2023 00:57:29,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Informally Employed,Public Sector,Graduate,Bono,Education,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
09/06/2023 00:59:02,Ghanaian,26 - 35,Unmarried (never before married),1-3,41% - 50%,Female,Formally Employed,Public Sector,Post-Graduate,Volta,Education,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
09/06/2023 01:03:32,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Self-Employed,Private Sector,Graduate,Greater Accra,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,More than 12 months,"GH¢30,000 - GH¢49,999",No,No
