timestamp,nationality,age,marital_status,number_of_dependents,what_percentage_of_your_income_goes_to_expenses_related_to_your_dependents,gender,type_of_employment,are_you_in_the_public_or_private_sector,highest_educational_level,which_region_of_ghana_are_you_based_in,what_industry_do_you_work_in,monthly_income,is_your_income_mainly_from_a_company_business_based_in_ghana_or_abroad,working_arrangement,months_spending_saved,amount_saved,do_you_own_a_home,do_you_own_a_car,survey,how_long_have_you_been_working_for,which_currency_do_you_primarily_earn_in,monthly_income_group,amount_saved_group
2023-06-09T12:02:34Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢5,000 - GH¢7,499",Abroad,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-09T12:04:31Z,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:04:49Z,Ghanaian,26 - 35,Married,1-3,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Education,"GH¢30,000 - GH¢49,999",Abroad,Remote working,More than 12 months,"GH¢100,000 - GH¢199,999",Yes,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢100,000 - GH¢199,999"
2023-06-09T12:05:43Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Female,Formally Employed,Public Sector,Graduate,Western North,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:06:03Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Unemployed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢1,000 and below",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:06:44Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:07:38Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Self-Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:08:15Z,Ghanaian,26 - 35,Unmarried (never before married),None,More than 50%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Legal Services,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-09T12:08:27Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Self-Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢7,500 - GH¢9,999",Abroad,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",Yes,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-09T12:09:41Z,Ghanaian,26 - 35,Married,4-7,More than 50%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢100,000 - GH¢199,999",Yes,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢100,000 - GH¢199,999"
2023-06-09T12:11:05Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Informally Employed,Public Sector,Post-Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:11:36Z,Ghanaian,26 - 35,Married,1-3,31% - 40%,Female,Informally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:11:41Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Post-Graduate,Eastern Region,Public Transportation,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,8 - 12 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:13:25Z,Ghanaian,26 - 35,Unmarried (never before married),None,41% - 50%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2023-06-09T12:13:47Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Legal Services,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-09T12:15:52Z,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Security Services,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:16:11Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:16:15Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-09T12:18:08Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢5,000 - GH¢7,499",Abroad,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",Yes,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-09T12:18:32Z,Ghanaian,36 - 45,Unmarried (never before married),1-3,41% - 50%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-09T12:19:09Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Informally Employed,Private Sector,Graduate,Greater Accra,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:20:30Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-09T12:20:46Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢10,000 or less"
2023-06-09T12:20:50Z,Ghanaian,36 - 45,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,1 - 3 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2023-06-09T12:22:09Z,Ghanaian,25 and below,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Public Sector,Graduate,Western,Security Services,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,More than 12 months,"GH¢100,000 - GH¢199,999",Yes,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢100,000 - GH¢199,999"
2023-06-09T12:22:13Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢10,001 - GH¢29,999"
2023-06-09T12:23:43Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Journalism,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:24:07Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-09T12:24:18Z,Ghanaian,26 - 35,"Unmarried (divorced, widowed or separated)",None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢30,000 - GH¢49,999",Ghana-Based,Hybrid of on-site & remote working,More than 12 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢100,000 - GH¢199,999"
2023-06-09T12:24:31Z,Ghanaian,36 - 45,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢100,000 - GH¢199,999"
2023-06-09T12:24:40Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,41% - 50%,Male,Formally Employed,Public Sector,Graduate,Eastern Region,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,8 - 12 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:24:59Z,Ghanaian,36 - 45,Married,1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Security Services,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2023-06-09T12:27:37Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Domestic Services e.g. cleaning, private chef, baby sitting","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,More than 12 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-09T12:27:42Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,8 - 12 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2023-06-09T12:28:35Z,Ghanaian,26 - 35,Married,1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢30,000 - GH¢49,999",Ghana-Based,Hybrid of on-site & remote working,More than 12 months,"GH¢200,000 - GH¢499,999",Yes,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢200,000 and above"
2023-06-09T12:29:11Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Abroad,Remote working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,No,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢30,000 - GH¢49,999"
2023-06-09T12:29:12Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Non-binary,Formally Employed,Public Sector,Graduate,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:29:43Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Central,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:30:10Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,21% - 30%,Prefer not to say,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢50,000 and above",Abroad,On-site working,More than 12 months,"GH¢1,000,000 - GH¢2,999,999",No,No,GESS 1,NA,NA,"GH¢20,000 and above","GH¢200,000 and above"
2023-06-09T12:30:28Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Creative Arts & Entertainment,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:30:54Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:31:15Z,Ghanaian,25 and below,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:31:25Z,Ghanaian,26 - 35,Married,1-3,11% - 20%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2023-06-09T12:31:42Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Self-Employed,Private Sector,Post-Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢1,000 and below",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:33:05Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:33:45Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Trade in Goods,"GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:33:54Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Non-binary,Self-Employed,Private Sector,Graduate,Greater Accra,Creative Arts & Entertainment,"GH¢2,500 - GH¢4,999",Ghana-Based,Remote working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:33:57Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Full-time Student,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:34:37Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Non-binary,Full-time Student,NA,Graduate,Greater Accra,I don't work,"GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:35:17Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Self-Employed,Private Sector,Graduate,Greater Accra,Trade in Goods,"GH¢1,000 and below",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:35:22Z,Ghanaian,36 - 45,Married,4-7,More than 50%,Male,Formally Employed,Public Sector,Post-Graduate,Western,"Mining, Oil & Gas, Energy","GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,Zero months,"GH¢200,000 - GH¢499,999",No,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢200,000 and above"
2023-06-09T12:36:40Z,Ghanaian,46 - 59,Unmarried (never before married),1-3,More than 50%,Female,Self-Employed,Private Sector,Senior High School and Below,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:37:57Z,Ghanaian,36 - 45,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Private Sector,Professional Certification Only,Greater Accra,Legal Services,"GH¢30,000 - GH¢49,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢100,000 - GH¢199,999"
2023-06-09T12:38:25Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Male,Formally Employed,Public Sector,Graduate,Eastern Region,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:38:36Z,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Public Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
2023-06-09T12:39:00Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Legal Services,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-09T12:39:36Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2023-06-09T12:42:00Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Graduate,Western North,Health,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢10,000 or less"
2023-06-09T12:45:07Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2023-06-09T12:46:00Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Unemployed,Private Sector,Post-Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢1,000 and below",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-09T12:46:04Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
